tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037408900,247,2315,10.7,District 5,City of La Verne,SPA 3 - San Gabriel,8723,34067697.6650391,24093.5107512937
06037409000,33,2259,1.5,District 1,City of Pomona,SPA 3 - San Gabriel,8724,84555857.2880859,58547.501236198
06037409100,110,1449,7.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8725,16908574.9824219,23901.4526446294
06037430003,40,1634,2.4,District 5,City of Duarte,SPA 3 - San Gabriel,8726,128470313.774414,75095.7420662479
06037430004,131,1132,11.6,District 5,City of Duarte,SPA 3 - San Gabriel,8727,12275811.5634766,16466.0119560203
06037430005,55,1322,4.2,District 5,City of Duarte,SPA 3 - San Gabriel,8728,11164329.4013672,15470.6846375759
06037430101,357,2003,17.8,District 5,City of Duarte,SPA 3 - San Gabriel,8729,21334324.6640625,19937.5988987217
06037430102,69,1243,5.6,District 5,City of Duarte,SPA 3 - San Gabriel,8730,13790608.875,18807.3141598725
06037430200,18,475,3.8,District 5,City of Bradbury,SPA 3 - San Gabriel,8731,55677513.4921875,35859.9751912335
06037430301,0,1707,0,District 5,City of Monrovia,SPA 3 - San Gabriel,8732,262616702.025391,84409.3134136981
06037430302,95,2203,4.3,District 5,City of Monrovia,SPA 3 - San Gabriel,8733,20898099.6962891,23242.8894936138
06037430400,0,1411,0,District 5,City of Arcadia,SPA 3 - San Gabriel,8734,38951140.3134766,34400.6254815243
06037430501,8,1747,0.5,District 5,City of Sierra Madre,SPA 3 - San Gabriel,8735,50611274.390625,32607.7769306476
06037430502,123,2964,4.1,District 5,City of Sierra Madre,SPA 3 - San Gabriel,8736,31695553.2558594,25000.6111493373
06037430600,13,1426,0.9,District 5,City of Arcadia,SPA 3 - San Gabriel,8737,39839200.2265625,35196.74269971
06037430701,96,1888,5.1,District 5,City of Arcadia,SPA 3 - San Gabriel,8738,31955337.3339844,26919.9725092603
06037430721,82,1336,6.1,District 5,City of Arcadia,SPA 3 - San Gabriel,8739,44239847.2236328,31482.3922112079
06037430723,60,1855,3.2,District 5,City of Arcadia,SPA 3 - San Gabriel,8740,5198971.97363281,12804.0975759206
06037430724,146,1878,7.8,District 5,City of Arcadia,SPA 3 - San Gabriel,8741,6209857.32519531,13340.6509267979
06037430801,83,2319,3.6,District 5,City of Arcadia,SPA 3 - San Gabriel,8742,18401339.1855469,17780.4709383456
06037430802,11,1294,0.9,District 5,City of Arcadia,SPA 3 - San Gabriel,8743,20068335.7841797,19340.7144391898
06037430803,38,1814,2.1,District 5,City of Arcadia,SPA 3 - San Gabriel,8744,24495328.4707031,21553.1821179526
06037430901,203,1541,13.2,District 5,City of Monrovia,SPA 3 - San Gabriel,8745,12525290.8525391,14926.9563373827
06037430902,72,1874,3.8,District 5,City of Monrovia,SPA 3 - San Gabriel,8746,12629616.9941406,16643.7261819805
06037431002,137,1246,11,District 5,City of Monrovia,SPA 3 - San Gabriel,8747,14578624.3759766,17048.6418458385
06037431003,57,1606,3.5,District 5,City of Monrovia,SPA 3 - San Gabriel,8748,9192794.11230469,13223.4629563185
06037431004,35,1254,2.8,District 5,City of Monrovia,SPA 3 - San Gabriel,8749,9758643.19433594,13607.2721660487
06037431100,122,2468,4.9,District 5,City of Monrovia,SPA 3 - San Gabriel,8750,32357450.28125,26266.4684424288
06037431200,67,1554,4.3,District 5,Unincorporated - Duarte,SPA 3 - San Gabriel,8751,16009333.5107422,20104.4155017721
06037431300,0,852,0,District 5,Unincorporated - Monrovia,SPA 3 - San Gabriel,8752,8810571.03710938,14328.7452942918
06037431400,144,1288,11.2,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,8753,19603461.1503906,19642.5372333055
06037431501,58,1508,3.8,District 5,City of Temple City,SPA 3 - San Gabriel,8754,11284105.5888672,14510.7636677601
06037431502,80,1445,5.5,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,8755,21890318.1923828,22471.3006109634
06037431600,164,1333,12.3,District 5,City of Arcadia,SPA 3 - San Gabriel,8756,22891921.2109375,21427.0633096698
06037431701,79,2082,3.8,District 5,City of Arcadia,SPA 3 - San Gabriel,8757,35328793.7011719,25271.9549322204
06037431800,66,1798,3.7,District 5,City of Temple City,SPA 3 - San Gabriel,8758,14615008.8291016,16208.3030723593
06037431900,110,1308,8.4,District 5,City of Temple City,SPA 3 - San Gabriel,8759,10680704.0195312,13982.0279222057
06037432001,11,638,1.7,District 5,City of Temple City,SPA 3 - San Gabriel,8760,7896812.4453125,11904.1405405744
06037432002,49,1781,2.8,District 5,City of Temple City,SPA 3 - San Gabriel,8761,16279361.9580078,16723.4708642643
06037432101,57,1390,4.1,District 5,City of Temple City,SPA 3 - San Gabriel,8762,12438970.7675781,14572.3544726123
06037432102,19,1718,1.1,District 5,City of Temple City,SPA 3 - San Gabriel,8763,20163550.1376953,18499.4807214755
06037432201,146,1390,10.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8764,13120576.6220703,15008.4739870904
06037432202,74,1144,6.5,District 1,City of Rosemead,SPA 3 - San Gabriel,8765,14204910.6992188,15699.2530088309
06037432300,41,1139,3.6,District 1,City of El Monte,SPA 3 - San Gabriel,8766,21533801.8779297,20390.4123619489
06037432401,71,1053,6.7,District 1,City of El Monte,SPA 3 - San Gabriel,8767,11421760.9248047,17833.6320829221
06037432402,141,1619,8.7,District 1,City of El Monte,SPA 3 - San Gabriel,8768,16225572.9726562,18785.5136749223
06037432501,82,1302,6.3,District 1,City of El Monte,SPA 3 - San Gabriel,8769,11375621.3291016,15989.2759792214
06037432502,36,957,3.8,District 1,City of El Monte,SPA 3 - San Gabriel,8770,18990685.2041016,20914.5342822053
06037432601,147,1819,8.1,District 1,City of El Monte,SPA 3 - San Gabriel,8771,15138682.546875,17299.3832290219
06037432602,26,1156,2.2,District 1,City of El Monte,SPA 3 - San Gabriel,8772,11561443.6416016,14738.6596869205
06037432700,121,1427,8.5,District 1,City of El Monte,SPA 3 - San Gabriel,8773,20032261.0068359,22452.4979178885
06037432801,283,844,33.5,District 1,City of El Monte,SPA 3 - San Gabriel,8774,8667596.31445312,13359.0724995451
06037432802,168,1489,11.3,District 1,City of El Monte,SPA 3 - San Gabriel,8775,6409066.04785156,12016.9288791189
06037432901,82,1211,6.8,District 1,City of Rosemead,SPA 3 - San Gabriel,8776,12191993.6572266,14071.9677491207
06037432902,35,801,4.4,District 1,City of Rosemead,SPA 3 - San Gabriel,8777,11673345.2431641,14825.1504577062
06037433103,110,1869,5.9,District 1,City of El Monte,SPA 3 - San Gabriel,8778,22674165.2861328,23734.2278386743
06037433200,212,1658,12.8,District 1,City of El Monte,SPA 3 - San Gabriel,8779,19243626.7333984,22801.0125901641
06037433302,52,510,10.2,District 1,City of El Monte,SPA 3 - San Gabriel,8780,9148823.42871094,16702.1198270704
06037433304,163,1191,13.7,District 1,City of El Monte,SPA 3 - San Gabriel,8781,8566096.96484375,12728.4808048853
06037433305,232,1253,18.5,District 1,City of El Monte,SPA 3 - San Gabriel,8782,5494034.05566406,12347.3622186985
06037433306,9,781,1.2,District 1,City of El Monte,SPA 3 - San Gabriel,8783,4666767.13769531,12126.7465591639
06037433307,4,802,0.5,District 1,City of El Monte,SPA 3 - San Gabriel,8784,4675145.62890625,12635.0599133754
06037433402,54,1191,4.5,District 1,City of El Monte,SPA 3 - San Gabriel,8785,6133236.04882812,9717.23578640816
06037433403,127,1243,10.2,District 1,City of El Monte,SPA 3 - San Gabriel,8786,7593592.20117188,11906.2086593674
06037433505,126,1111,11.3,District 1,City of El Monte,SPA 3 - San Gabriel,8787,8353814.82714844,15363.2650412265
06037433506,155,1063,14.6,District 1,City of South El Monte,SPA 3 - San Gabriel,8788,17400160.6933594,19510.9051931728
06037433601,79,1324,6,District 1,City of Rosemead,SPA 3 - San Gabriel,8789,12049537.8544922,14390.6279870742
06037433602,84,844,10,District 1,City of Rosemead,SPA 3 - San Gabriel,8790,10836359.2568359,15963.1227480507
06037433803,53,856,6.2,District 1,City of South El Monte,SPA 3 - San Gabriel,8791,12971774.4814453,21467.3907773901
06037433804,36,1035,3.5,District 1,City of South El Monte,SPA 3 - San Gabriel,8792,16180828.0820312,18123.9879205058
06037433901,154,1358,11.3,District 1,City of El Monte,SPA 3 - San Gabriel,8793,7763236.60351562,11238.8392796693
06037433903,112,1463,7.7,District 1,City of El Monte,SPA 3 - San Gabriel,8794,9693252.25585938,13208.2179567462
06037434001,45,1036,4.3,District 1,City of El Monte,SPA 3 - San Gabriel,8795,11357758.3222656,16263.7453032456
06037434003,34,935,3.6,District 1,City of El Monte,SPA 3 - San Gabriel,8796,10306616.0820312,15880.4974550483
06037434004,71,722,9.8,District 1,City of South El Monte,SPA 3 - San Gabriel,8797,7314010.36816406,11904.194000125
06037434100,118,1583,7.5,District 1,City of South El Monte,SPA 3 - San Gabriel,8798,26883533.2685547,24141.2748250573
06037460001,30,653,4.6,District 5,Unincorporated - Kinneloa Mesa,SPA 3 - San Gabriel,8799,55898764.3261719,48331.6103943827
06037460002,0,1101,0,District 5,City of Pasadena,SPA 3 - San Gabriel,8800,16833839.3955078,20910.5191351677
06037460101,27,2341,1.2,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8801,61611925.7089844,43874.7142585181
06037460200,64,1919,3.3,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8802,34223676.7568359,26580.5456221512
06037460301,51,1469,3.5,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8803,53030337.8837891,39458.7960726994
06037460302,77,1651,4.7,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8804,14120738.3310547,17543.7505490704
06037460401,19,372,5.1,District 5,City of Pasadena,SPA 3 - San Gabriel,8805,58084160.9550781,80640.9361843256
06037460501,35,1745,2,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8806,80132856.4013672,56457.9147365519
06037460502,22,1476,1.5,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8807,27931932.7109375,30109.9124078911
06037460601,33,1706,1.9,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8808,52699188.4658203,41666.5891371793
06037460700,7,1476,0.5,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,8809,80180946.5048828,43805.6348528165
06037460800,12,1182,1,District 5,City of Pasadena,SPA 3 - San Gabriel,8810,72962766.7167969,41639.3713895225
06037460900,47,1933,2.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8811,26585435.5283203,24840.9647816102
06037461000,59,1603,3.7,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8812,19031866.9482422,20734.8373374151
06037461100,46,1775,2.6,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8813,21043338.3017578,19627.1574781421
06037461200,42,1679,2.5,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8814,26191845.9804688,27476.1948325325
06037461300,184,2478,7.4,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,8815,20902469.4121094,28238.4997824495
06037461400,212,1226,17.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8816,10989542.8339844,15147.3275945341
06037461501,165,1293,12.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8817,10807760.3183594,13636.864419671
06037461502,212,1731,12.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8818,12616574.5869141,14633.1287189965
06037461600,117,1725,6.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8819,17855749.0458984,17782.1740605344
06037461700,21,619,3.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8820,23687036.2832031,27347.5387242211
06037461901,300,1728,17.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8821,9449256.03515625,13415.3580113214
06037461902,281,1260,22.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8822,8983693.04199219,12373.1835899401
06037462001,78,1263,6.2,District 5,City of Pasadena,SPA 3 - San Gabriel,8823,5511006.35644531,10802.7239234368
06037462002,282,1116,25.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8824,5508891.68261719,10785.5804252037
06037462100,150,1714,8.8,District 5,City of Pasadena,SPA 3 - San Gabriel,8825,11273053.2763672,13715.5911477549
06037462201,563,1908,29.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8826,5766319.34277344,9687.05387958107
06037462202,107,1793,6,District 5,City of Pasadena,SPA 3 - San Gabriel,8827,6115347.24414062,9952.31738232611
06037462301,96,1739,5.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8828,6793086.76464844,10720.6373074531
06037462302,274,1616,17,District 5,City of Pasadena,SPA 3 - San Gabriel,8829,7563810.203125,11246.3473311305
06037462400,86,1422,6,District 5,City of Pasadena,SPA 3 - San Gabriel,8830,14128500.2441406,15477.1661728456
06037462500,80,2663,3,District 5,City of Pasadena,SPA 3 - San Gabriel,8831,27792728.9599609,30199.8548767389
06037462600,5,944,0.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8832,11326996.0244141,15505.7893837514
06037462700,90,2483,3.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8833,17936278.7353516,17398.0230802238
06037462800,30,1136,2.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8834,12226095.9472656,14971.4860311261
06037462900,8,1430,0.6,District 5,City of Pasadena,SPA 3 - San Gabriel,8835,25101005.7529297,21219.0953749868
06037463000,50,1105,4.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8836,19551604.046875,18109.0993180652
06037463103,190,2036,9.3,District 5,Unincorporated - East Pasadena,SPA 3 - San Gabriel,8837,39787027.6494141,39436.5313305992
06037463200,116,1500,7.7,District 5,City of Pasadena,SPA 3 - San Gabriel,8838,17344787.2509766,22679.8481135626
06037463300,26,853,3,District 5,Unincorporated - San Pasqual,SPA 3 - San Gabriel,8839,7158948.27636719,12847.7780268412
06037463400,135,2550,5.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8840,20621946.4384766,24317.3237126193
06037463500,281,2483,11.3,District 5,City of Pasadena,SPA 3 - San Gabriel,8841,18209125.1005859,17399.0842060685
06037463601,436,3498,12.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8842,10003126.3535156,12788.1726006606
06037463602,357,3424,10.4,District 5,City of Pasadena,SPA 3 - San Gabriel,8843,9972639.0234375,12756.7370893487
06037463700,70,1775,3.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8844,18598627.4755859,17865.1404939212
06037463800,62,1526,4.1,District 5,City of Pasadena,SPA 3 - San Gabriel,8845,31183979.8886719,28673.9794837031
06037463900,92,1422,6.5,District 5,City of Pasadena,SPA 3 - San Gabriel,8846,20298733.8085938,19157.9145807507
06037464000,94,2430,3.9,District 5,City of Pasadena,SPA 3 - San Gabriel,8847,33924665.6035156,26064.2353990757
06037464101,0,796,0,District 5,City of San Marino,SPA 3 - San Gabriel,8848,34375318.2753906,32849.2327214682
06037464102,8,1137,0.7,District 5,City of San Marino,SPA 3 - San Gabriel,8849,33122193.6855469,40248.7688513516
06037464200,10,1874,0.5,District 5,City of San Marino,SPA 3 - San Gabriel,8850,37252616.0996094,25786.689753224
06037480002,37,1331,2.8,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8851,15092792.8017578,17214.7648030099
06037480011,75,1755,4.3,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8852,12178930.1933594,13982.3219272886
06037480012,103,1657,6.2,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8853,13774917.0341797,15220.1573762531
06037480101,12,1310,0.9,District 5,City of Temple City,SPA 3 - San Gabriel,8854,12266706.0703125,14462.2760676228
06037480102,62,1285,4.8,District 5,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8855,13202875.2763672,14849.329759664
06037480201,30,1270,2.4,District 1,City of San Gabriel,SPA 3 - San Gabriel,8856,16327747.1533203,19207.5137792437
06037480202,69,1048,6.6,District 1,City of San Gabriel,SPA 3 - San Gabriel,8857,16363185.03125,16205.813826984
06037480302,153,1611,9.5,District 1,City of Alhambra,SPA 3 - San Gabriel,8858,11402276.5810547,14941.9141438075
06037480303,119,1567,7.6,District 1,City of Alhambra,SPA 3 - San Gabriel,8859,4865326.18066406,8952.01808057714
06037480304,187,1785,10.5,District 1,City of Alhambra,SPA 3 - San Gabriel,8860,4694539.04101562,8991.73942787995
06037480400,72,2443,2.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8861,13808255.5205078,17477.3825016963
06037480500,117,2146,5.5,District 5,City of South Pasadena,SPA 3 - San Gabriel,8862,22824045.7539062,24170.3729214288
06037480601,0,1686,0,District 5,City of South Pasadena,SPA 3 - San Gabriel,8863,7344859.69433594,13537.4358225089
06037480602,89,1755,5.1,District 5,City of South Pasadena,SPA 3 - San Gabriel,8864,18050824.5244141,21828.9126488518
06037480702,8,1651,0.5,District 5,City of South Pasadena,SPA 3 - San Gabriel,8865,23608651.3525391,21334.5484162233
06037480703,7,1342,0.5,District 5,City of South Pasadena,SPA 3 - San Gabriel,8866,11939537.6083984,21344.667300675
06037480704,129,1833,7,District 5,City of South Pasadena,SPA 3 - San Gabriel,8867,11628654.5302734,17392.3801961666
06037480802,74,1098,6.7,District 1,City of Alhambra,SPA 3 - San Gabriel,8868,18486501.6972656,17604.1705206616
06037480803,124,1134,10.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8869,11850820.71875,14202.8902151516
06037480804,127,1835,6.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8870,8950019.60546875,14968.2935457968
06037480901,138,1601,8.6,District 1,City of Alhambra,SPA 3 - San Gabriel,8871,10257085.2460938,12994.8664924842
06037480902,101,1387,7.3,District 1,City of Alhambra,SPA 3 - San Gabriel,8872,5550072.50585938,10233.3326339056
06037480903,82,1096,7.5,District 1,City of Alhambra,SPA 3 - San Gabriel,8873,8658927.79394531,11773.7647594163
06037481001,232,1668,13.9,District 1,City of Alhambra,SPA 3 - San Gabriel,8874,11291113.3544922,15887.2338553649
06037481002,158,2067,7.6,District 1,City of Alhambra,SPA 3 - San Gabriel,8875,10088321.6542969,13721.2227027059
06037481101,116,1456,8,District 1,City of San Gabriel,SPA 3 - San Gabriel,8876,9550338.18652344,13242.1036314215
06037481102,48,1266,3.8,District 1,City of San Gabriel,SPA 3 - San Gabriel,8877,6610932.24804688,11769.3317184118
06037481103,186,1876,9.9,District 1,City of San Gabriel,SPA 3 - San Gabriel,8878,15116503.3017578,16981.2742815119
06037481201,25,1224,2,District 5,City of Temple City,SPA 3 - San Gabriel,8879,11138071.9335938,16410.9580899794
06037481203,122,1912,6.4,District 1,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,8880,16788772.2724609,17183.593039344
06037481300,63,834,7.6,District 1,City of Rosemead,SPA 3 - San Gabriel,8881,9501497.76269531,13761.7488684175
06037481401,79,1710,4.6,District 1,City of San Gabriel,SPA 3 - San Gabriel,8882,13007009.1123047,16272.0007465176
06037481403,38,882,4.3,District 1,City of San Gabriel,SPA 3 - San Gabriel,8883,8808698.203125,17774.0285425603
