tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037980006,0,0,,District 4,City of Long Beach,SPA 8 - South Bay,9416,36204422.0820312,38004.9762640188
06037600400,342,1495,22.9,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9417,10556116.5625,16001.3030320201
06037600501,177,875,20.2,District 2,City of Inglewood,SPA 8 - South Bay,9418,7116461.40917969,10669.2654272993
06037980007,0,0,,District 4,City of Long Beach,SPA 8 - South Bay,9419,29099378.9882812,24048.9562784321
06037600601,70,850,8.2,District 2,City of Inglewood,SPA 8 - South Bay,9420,6965455.27246094,10542.1534842802
06037600602,110,715,15.4,District 2,City of Inglewood,SPA 8 - South Bay,9421,7443353.8671875,10854.6551682281
06037600702,20,1591,1.3,District 2,City of Inglewood,SPA 8 - South Bay,9422,26101481.8730469,23989.4569591736
06037600703,12,748,1.6,District 2,City of Inglewood,SPA 8 - South Bay,9423,5549320.95898438,10845.6444095777
06037600704,106,1184,9,District 2,City of Inglewood,SPA 8 - South Bay,9424,10424291.0185547,12988.667244335
06037600801,192,1213,15.8,District 2,City of Inglewood,SPA 8 - South Bay,9425,10462808.5458984,13231.9032574555
06037600802,120,1161,10.3,District 2,City of Inglewood,SPA 8 - South Bay,9426,20967942.3955078,20297.2076396998
06037600902,197,2409,8.2,District 2,City of Inglewood,SPA 8 - South Bay,9427,8555265.36523438,13375.6440720542
06037600911,112,1040,10.8,District 2,City of Inglewood,SPA 8 - South Bay,9428,7288004.77636719,11169.9497803195
06037600912,59,1468,4,District 2,City of Inglewood,SPA 8 - South Bay,9429,11735596.7626953,15193.0004448652
06037601001,220,1088,20.2,District 2,City of Inglewood,SPA 8 - South Bay,9430,9587666.7109375,13981.9281846441
06037601002,270,1975,13.7,District 2,City of Inglewood,SPA 8 - South Bay,9431,6807170.24707031,11117.381555623
06037601100,258,2106,12.3,District 2,City of Inglewood,SPA 8 - South Bay,9432,6900459.72070312,10510.0616652774
06037601202,36,1093,3.3,District 2,City of Inglewood,SPA 8 - South Bay,9433,7065105.55273438,10672.5628414639
06037601211,164,1092,15,District 2,City of Inglewood,SPA 8 - South Bay,9434,6207755.75097656,10171.0530452938
06037601212,304,1950,15.6,District 2,City of Inglewood,SPA 8 - South Bay,9435,6305633.37402344,10073.3832098473
06037601301,71,736,9.6,District 2,City of Inglewood,SPA 8 - South Bay,9436,6624762.4140625,10991.5916139965
06037601302,40,2566,1.6,District 2,City of Inglewood,SPA 8 - South Bay,9437,13166448.8427734,19301.6032687366
06037601303,294,2125,13.8,District 2,City of Inglewood,SPA 8 - South Bay,9438,4701154.50585938,8829.96097360053
06037601401,258,1769,14.6,District 2,City of Inglewood,SPA 8 - South Bay,9439,16764605.2119141,18166.9451781324
06037601402,82,1298,6.3,District 2,City of Inglewood,SPA 8 - South Bay,9440,10584717.5693359,13247.2022352653
06037601501,24,980,2.4,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9441,5082364.58496094,10467.6710807183
06037601502,100,910,11,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9442,5265980.21289062,11426.733170416
06037601600,66,1285,5.1,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9443,9864465.68945312,12848.5419559153
06037601700,136,1324,10.3,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9444,8183626.18359375,12637.7776771124
06037601801,65,872,7.5,District 2,City of Inglewood,SPA 8 - South Bay,9445,5234143.03125,10548.0233136592
06037601802,66,932,7.1,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9446,5209348.671875,10562.8332850143
06037601900,190,1321,14.4,District 2,City of Inglewood,SPA 8 - South Bay,9447,7488280.68457031,11027.7832088277
06037602002,66,833,7.9,District 2,City of Hawthorne,SPA 8 - South Bay,9448,5727718.81640625,10581.8215363547
06037602003,159,1193,13.3,District 2,City of Inglewood,SPA 8 - South Bay,9449,6730802.56640625,10333.1948953788
06037602103,141,1865,7.6,District 2,City of Hawthorne,SPA 8 - South Bay,9450,8985975.41699219,11937.67948141
06037602104,56,1754,3.2,District 2,City of Hawthorne,SPA 8 - South Bay,9451,7983084.546875,11593.0671798025
06037602105,213,1426,14.9,District 2,City of Hawthorne,SPA 8 - South Bay,9452,6842892.30175781,10462.7491133301
06037602106,159,2305,6.9,District 2,City of Hawthorne,SPA 8 - South Bay,9453,8816440.72949219,13275.3931852257
06037602201,34,1602,2.1,District 2,Unincorporated - Del Aire,SPA 8 - South Bay,9454,17869424.3291016,19353.2920395836
06037602202,18,1008,1.8,District 2,City of Hawthorne,SPA 8 - South Bay,9455,4955122.67089844,9580.40845983712
06037602301,146,1987,7.3,District 2,Unincorporated - Wiseburn,SPA 8 - South Bay,9456,19163723.9160156,19200.4013189939
06037602302,51,1856,2.7,District 2,City of Hawthorne,SPA 8 - South Bay,9457,21009975.5751953,22619.847004602
06037602402,0,2070,0,District 2,City of Hawthorne,SPA 8 - South Bay,9458,14116815.5957031,17027.5226129076
06037602403,87,1544,5.6,District 2,City of Hawthorne,SPA 8 - South Bay,9459,6321159.53808594,10061.2955455668
06037602404,146,1857,7.9,District 2,City of Hawthorne,SPA 8 - South Bay,9460,6950852.01367188,11175.3980036597
06037602504,54,1820,3,District 2,City of Hawthorne,SPA 8 - South Bay,9461,3455759.32128906,7905.25418604559
06037602505,159,1616,9.8,District 2,City of Hawthorne,SPA 8 - South Bay,9462,3484787.56835938,7912.83507417977
06037602506,267,1743,15.3,District 2,City of Hawthorne,SPA 8 - South Bay,9463,3486330.84179688,7897.25429326907
06037980008,0,18,0,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,9464,36520470.2470703,33527.7366622885
06037602507,196,1888,10.4,District 2,City of Hawthorne,SPA 8 - South Bay,9465,3475129.10839844,7912.08799601738
06037602510,245,1253,19.6,District 2,City of Hawthorne,SPA 8 - South Bay,9466,3499786.67871094,7934.27861424752
06037980009,0,0,,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,9467,228426493.780273,78138.601743004
06037602511,174,1504,11.6,District 2,City of Hawthorne,SPA 8 - South Bay,9468,3781576.94726562,8374.22776016432
06037602512,32,583,5.5,District 2,Unincorporated - Hawthorne,SPA 8 - South Bay,9469,3145518.14550781,7641.4634590943
06037980014,0,10,0,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,9470,80461949.7578125,67612.0053987752
06037602513,66,484,13.6,District 2,City of Hawthorne,SPA 8 - South Bay,9471,19444024.9628906,21159.6271808486
06037602601,75,1666,4.5,District 2,City of Gardena,SPA 8 - South Bay,9472,13982492.7480469,15873.8024251267
06037602602,0,1050,0,District 2,City of Gardena,SPA 8 - South Bay,9473,6988441.27539062,10566.7805820673
06037602700,40,1284,3.1,District 2,City of Hawthorne,SPA 8 - South Bay,9474,26741270.9824219,21485.9075411277
06037602801,280,1356,20.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9475,13492811.5126953,15760.4473966255
06037602802,73,1287,5.7,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9476,14412133.2138672,16013.2096293318
06037602900,29,1356,2.1,District 2,City of Gardena,SPA 8 - South Bay,9477,30106415.8769531,27254.9326058831
06037603004,10,631,1.6,District 2,City of Gardena,SPA 8 - South Bay,9478,2438807.34375,8205.62061625655
06037603005,68,2046,3.3,District 2,City of Gardena,SPA 8 - South Bay,9479,7010468.77539062,10584.6085300634
06037603006,72,845,8.5,District 2,City of Gardena,SPA 8 - South Bay,9480,7390683.05273438,10957.6421241135
06037603007,153,1179,13,District 2,City of Gardena,SPA 8 - South Bay,9481,7207514.77929688,14307.4546567798
06037603008,87,1190,7.3,District 2,City of Gardena,SPA 8 - South Bay,9482,5025206.2109375,10814.9240859284
06037603101,76,1617,4.7,District 2,City of Gardena,SPA 8 - South Bay,9483,9488447.9765625,12618.0128086365
06037603102,133,1244,10.7,District 2,City of Gardena,SPA 8 - South Bay,9484,8013876.79101562,11371.0015759055
06037603200,98,1291,7.6,District 2,City of Gardena,SPA 8 - South Bay,9485,12283479.7255859,21847.6417374377
06037603301,118,1390,8.5,District 2,City of Gardena,SPA 8 - South Bay,9486,10497573.2597656,14152.6840473093
06037603302,0,1584,0,District 2,City of Gardena,SPA 8 - South Bay,9487,12228413.0751953,15265.2986007502
06037603400,85,1451,5.9,District 2,City of Gardena,SPA 8 - South Bay,9488,12212980.8378906,15582.4220506749
06037603500,49,886,5.5,District 2,City of Gardena,SPA 8 - South Bay,9489,8549668.76953125,13077.6230113209
06037603600,33,1467,2.2,District 2,City of Gardena,SPA 8 - South Bay,9490,10083412.03125,13097.1005143995
06037603702,0,1679,0,District 2,Unincorporated - El Camino Village,SPA 8 - South Bay,9491,28046529.2060547,21737.9760760684
06037603703,14,866,1.6,District 2,City of Hawthorne,SPA 8 - South Bay,9492,7027787.9375,10770.70131118
06037603705,24,909,2.6,District 2,City of Hawthorne,SPA 8 - South Bay,9493,2958773.62207031,7392.65624946773
06037603706,89,1047,8.5,District 2,Unincorporated - El Camino Village,SPA 8 - South Bay,9494,3992160.0625,9930.36871514337
06037603801,116,1522,7.6,District 2,City of Lawndale,SPA 8 - South Bay,9495,7167070.50683594,10594.7065769927
06037603802,34,1209,2.8,District 2,City of Lawndale,SPA 8 - South Bay,9496,6832164.53222656,10354.9343678169
06037603901,127,1290,9.8,District 2,City of Lawndale,SPA 8 - South Bay,9497,7982435.90234375,15456.4599374641
06037603902,35,1147,3.1,District 2,City of Lawndale,SPA 8 - South Bay,9498,8080918.70117188,12037.5397602608
06037604001,69,1215,5.7,District 2,City of Lawndale,SPA 8 - South Bay,9499,7129745.98632812,10687.0710348248
06037604002,72,1501,4.8,District 2,City of Lawndale,SPA 8 - South Bay,9500,6995919.54882812,10360.4049234077
06037604101,94,1142,8.2,District 2,City of Lawndale,SPA 8 - South Bay,9501,5197447.734375,9593.58265901229
06037604102,49,853,5.7,District 2,City of Lawndale,SPA 8 - South Bay,9502,5705463.50195312,12008.6113812108
06037604200,58,1649,3.5,District 2,City of Inglewood,SPA 8 - South Bay,9503,13449760.9140625,17675.6173949717
06037609900,61,603,10.1,District 4,Unincorporated - La Rambla,SPA 8 - South Bay,9504,5516526.02636719,12905.4290369084
06037620001,31,1689,1.8,District 2,City of El Segundo,SPA 8 - South Bay,9505,12802240.8808594,14702.1008885804
06037620002,53,1473,3.6,District 2,City of El Segundo,SPA 8 - South Bay,9506,12754489.1259766,15822.0755906787
06037620101,27,2080,1.3,District 2,City of El Segundo,SPA 8 - South Bay,9507,14563830.0195312,16145.5843635476
06037620102,52,1883,2.8,District 2,City of El Segundo,SPA 8 - South Bay,9508,9388354.04296875,16010.8448891507
06037620201,23,885,2.6,District 2,City of Manhattan Beach,SPA 8 - South Bay,9509,2018511.75097656,6645.59628528624
06037620301,74,1487,5,District 2,City of Manhattan Beach,SPA 8 - South Bay,9510,11223224.3388672,14150.6373841595
06037620303,43,1783,2.4,District 2,City of Manhattan Beach,SPA 8 - South Bay,9511,12338672.734375,15887.7850329508
06037620305,102,2387,4.3,District 2,City of Manhattan Beach,SPA 8 - South Bay,9512,11936835.0683594,16883.2955777628
06037620400,17,1987,0.9,District 2,City of Manhattan Beach,SPA 8 - South Bay,9513,27769487.9970703,21113.9802322799
06037620501,0,2143,0,District 2,City of Redondo Beach,SPA 8 - South Bay,9514,27886999.1152344,21151.3457533806
06037620521,5,1797,0.3,District 2,City of Redondo Beach,SPA 8 - South Bay,9515,6934219.92480469,10530.2751838138
06037620522,123,1830,6.7,District 2,City of Redondo Beach,SPA 8 - South Bay,9516,8027678.24902344,11200.6184497236
06037620601,104,2294,4.5,District 2,City of Redondo Beach,SPA 8 - South Bay,9517,14700748.7509766,19877.1450434457
06037620602,68,2104,3.2,District 2,City of Redondo Beach,SPA 8 - South Bay,9518,14624225.1474609,18655.5874576324
06037620701,36,2910,1.2,District 2,City of Redondo Beach,SPA 8 - South Bay,9519,10956223.3525391,15209.3916944785
06037620703,7,1200,0.6,District 2,City of Redondo Beach,SPA 8 - South Bay,9520,6190960.06738281,10997.0258770682
06037620704,55,1182,4.7,District 2,City of Redondo Beach,SPA 8 - South Bay,9521,7980967.99414062,13473.8582282709
06037620801,8,1320,0.6,District 2,City of Manhattan Beach,SPA 8 - South Bay,9522,12893891.2568359,15696.795468591
06037620802,63,1353,4.7,District 2,City of Manhattan Beach,SPA 8 - South Bay,9523,13837312.9794922,15788.2904134712
06037620901,22,1054,2.1,District 2,City of Manhattan Beach,SPA 8 - South Bay,9524,9373822.0234375,12894.805702196
06037620904,12,1067,1.1,District 2,City of Manhattan Beach,SPA 8 - South Bay,9525,5878914.09082031,10106.9404950805
06037621001,171,2041,8.4,District 2,City of Hermosa Beach,SPA 8 - South Bay,9526,10175657.7919922,16002.7284919715
06037621005,226,2506,9,District 2,City of Hermosa Beach,SPA 8 - South Bay,9527,12106909.7089844,15546.1987329614
06037621102,55,1239,4.4,District 2,City of Hermosa Beach,SPA 8 - South Bay,9528,6029107.20996094,10693.9287239224
06037621104,73,3136,2.3,District 2,City of Hermosa Beach,SPA 8 - South Bay,9529,10632729.7568359,13473.4307979757
06037621201,51,2941,1.7,District 2,City of Redondo Beach,SPA 8 - South Bay,9530,17709590.2138672,17281.0272970824
06037621204,123,1750,7,District 2,City of Redondo Beach,SPA 8 - South Bay,9531,17695470.7451172,17725.5502711608
06037621301,140,2940,4.8,District 2,City of Redondo Beach,SPA 8 - South Bay,9532,16895190.2138672,17257.5313727483
06037621324,60,1974,3,District 2,City of Redondo Beach,SPA 8 - South Bay,9533,6392411.55664062,13205.7061611631
06037621326,53,1738,3,District 2,City of Redondo Beach,SPA 8 - South Bay,9534,7328877.06738281,12911.5358009553
06037621400,54,1744,3.1,District 2,City of Redondo Beach,SPA 8 - South Bay,9535,13656380.7792969,15831.8258900521
06037650001,170,2343,7.3,District 4,City of Torrance,SPA 8 - South Bay,9536,17307210.7128906,16976.7529227777
06037650003,95,1218,7.8,District 4,City of Torrance,SPA 8 - South Bay,9537,5463168.09765625,9617.03730071032
06037650004,53,1498,3.5,District 4,City of Torrance,SPA 8 - South Bay,9538,8241169.67480469,11729.4325944707
06037650101,122,1987,6.1,District 4,City of Torrance,SPA 8 - South Bay,9539,20477770.7998047,18472.6477756689
06037650102,23,731,3.1,District 4,City of Torrance,SPA 8 - South Bay,9540,9047855.38769531,13415.4664523672
06037650200,68,1812,3.8,District 4,City of Torrance,SPA 8 - South Bay,9541,26302132.078125,30094.1222021843
06037650300,166,2568,6.5,District 4,City of Torrance,SPA 8 - South Bay,9542,20070562.5751953,20883.1366818792
06037650401,55,1526,3.6,District 4,City of Torrance,SPA 8 - South Bay,9543,37740902.5839844,32149.5131885755
06037650501,9,942,1,District 4,City of Torrance,SPA 8 - South Bay,9544,10713464.2353516,13520.403839682
06037650502,22,1641,1.3,District 4,City of Torrance,SPA 8 - South Bay,9545,14340477.3300781,15517.2277241226
06037650603,207,1487,13.9,District 4,City of Torrance,SPA 8 - South Bay,9546,13887143.4931641,15814.9253495632
06037650604,157,2677,5.9,District 4,City of Torrance,SPA 8 - South Bay,9547,5553365.63476562,9486.17365838977
06037650605,41,996,4.1,District 4,City of Torrance,SPA 8 - South Bay,9548,5244152.87402344,9208.94737892701
06037650606,239,1671,14.3,District 4,City of Torrance,SPA 8 - South Bay,9549,7914642.25390625,15980.3256233396
06037650607,20,1104,1.8,District 4,City of Torrance,SPA 8 - South Bay,9550,5327761.68164062,10950.859069444
06037650701,34,976,3.5,District 4,City of Torrance,SPA 8 - South Bay,9551,21585925.2207031,18653.4465311271
06037650702,55,1615,3.4,District 4,City of Torrance,SPA 8 - South Bay,9552,15039430.3076172,16409.4354122617
06037650801,35,1527,2.3,District 4,City of Torrance,SPA 8 - South Bay,9553,8092036.80957031,12958.4023641698
06037650802,58,1344,4.3,District 4,City of Torrance,SPA 8 - South Bay,9554,5791983.08789062,11569.2112560328
06037650901,121,2259,5.4,District 4,City of Torrance,SPA 8 - South Bay,9555,38125380.3671875,29510.5077879771
06037650903,22,1750,1.3,District 4,City of Torrance,SPA 8 - South Bay,9556,11265033.6914062,17051.461760445
06037650904,24,908,2.6,District 4,City of Torrance,SPA 8 - South Bay,9557,10167383.5361328,16150.7961720818
06037651001,182,2002,9.1,District 4,City of Torrance,SPA 8 - South Bay,9558,15265973.3496094,18969.452999838
06037651002,78,1764,4.4,District 4,City of Torrance,SPA 8 - South Bay,9559,12783315.8105469,15477.510132403
06037651101,133,1747,7.6,District 4,City of Torrance,SPA 8 - South Bay,9560,60086253.8251953,37158.057199552
06037651102,126,1780,7.1,District 4,City of Torrance,SPA 8 - South Bay,9561,8815270.7578125,13650.8525467282
06037651201,13,1660,0.8,District 4,City of Torrance,SPA 8 - South Bay,9562,18841719.7861328,17142.1873636842
06037651221,76,1429,5.3,District 4,City of Torrance,SPA 8 - South Bay,9563,7540150.33105469,11468.7461794962
06037651222,54,2410,2.2,District 4,City of Torrance,SPA 8 - South Bay,9564,16418521.5839844,18059.680422087
06037651302,69,2238,3.1,District 4,City of Torrance,SPA 8 - South Bay,9565,25654098.4150391,30797.5314486916
06037651304,115,2469,4.7,District 4,City of Torrance,SPA 8 - South Bay,9566,15412744.4628906,21453.9055030359
06037651401,91,1210,7.5,District 4,City of Torrance,SPA 8 - South Bay,9567,10749272.3828125,20508.989050011
06037651402,67,2028,3.3,District 4,City of Torrance,SPA 8 - South Bay,9568,19610074.9404297,23224.3338771868
06037670001,73,1256,5.8,District 4,City of Lomita,SPA 8 - South Bay,9569,10066842.6191406,16585.9203150768
06037670002,132,1345,9.8,District 4,City of Lomita,SPA 8 - South Bay,9570,9317061.24707031,12739.06308299
06037670003,40,2229,1.8,District 4,City of Lomita,SPA 8 - South Bay,9571,16255113.4072266,18273.7290333281
06037670101,117,1154,10.1,District 4,City of Lomita,SPA 8 - South Bay,9572,11820625.3056641,20227.7482646463
06037670102,51,1522,3.4,District 4,City of Lomita,SPA 8 - South Bay,9573,5907264.99414062,12061.7583640645
06037670201,31,1410,2.2,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,9574,53534556.6318359,47619.9815111618
06037670202,4,805,0.5,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,9575,32043948.2998047,26378.6254671968
06037670324,20,2097,1,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,9576,50671720.7167969,42504.743603743
06037670326,54,1353,4,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,9577,43526042.4394531,36431.2685932593
06037670328,0,1582,0,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,9578,38287711.7011719,35670.8558682204
06037670405,149,1112,13.4,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9579,16475979.5146484,21210.7533713447
06037670406,27,597,4.5,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,9580,12863054.7724609,14337.5277707128
06037670407,154,2291,6.7,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9581,12993757.9365234,16827.5969721454
06037670413,0,1693,0,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9582,23570288.9609375,20366.6785299242
06037670416,41,1557,2.6,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9583,37159320.3779297,27428.9390492201
06037670417,55,1040,5.3,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9584,21741527.5683594,20027.1615467644
06037670418,11,1507,0.7,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9585,27519559.3242188,24794.5168985281
06037670500,18,583,3.1,District 4,City of Rolling Hills,SPA 8 - South Bay,9586,82518876.3720703,46433.1198995139
06037670603,11,656,1.7,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9587,42051433.3964844,36174.234901615
06037670604,128,2134,6,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9588,110134649.208008,99321.2739944366
06037670701,13,2078,0.6,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9589,30800899.5195312,32455.7035767706
06037670702,19,2022,0.9,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,9590,72953415.203125,59188.1236974596
06037700101,508,3496,14.5,District 3,City of West Hollywood,SPA 4 - Metro,9591,7248139.88378906,13591.476427548
06037700102,486,2655,18.3,District 3,City of West Hollywood,SPA 4 - Metro,9592,5302940.47265625,13535.3419597389
06037700200,704,4181,16.8,District 3,City of West Hollywood,SPA 4 - Metro,9593,7381573.27636719,13007.7794920302
06037700300,765,4027,19,District 3,City of West Hollywood,SPA 4 - Metro,9594,6449915.85449219,13744.7365882905
06037700400,338,2822,12,District 3,City of West Hollywood,SPA 4 - Metro,9595,14273444.2236328,20695.8624732025
06037700501,92,2402,3.8,District 3,City of West Hollywood,SPA 4 - Metro,9596,6428353.16015625,14556.3830808974
06037700502,288,2896,9.9,District 3,City of West Hollywood,SPA 4 - Metro,9597,5454767.54492188,10628.0736182457
06037700600,47,1661,2.8,District 3,City of Beverly Hills,SPA 5 - West,9598,61159774.4765625,45106.8467436622
06037700700,55,1170,4.7,District 3,City of Beverly Hills,SPA 5 - West,9599,37897052.8164062,31200.9934688689
06037700801,437,2329,18.8,District 3,City of Beverly Hills,SPA 5 - West,9600,15717383.3583984,19965.1057643444
06037700802,38,1880,2,District 3,City of Beverly Hills,SPA 5 - West,9601,7302287.234375,14888.343722732
06037700901,47,1500,3.1,District 3,City of Beverly Hills,SPA 5 - West,9602,11377820.6474609,18770.3698610342
06037700902,419,3173,13.2,District 3,City of Beverly Hills,SPA 5 - West,9603,10288596.875,12917.8784249669
06037701000,113,2550,4.4,District 3,City of Beverly Hills,SPA 5 - West,9604,15201980.0371094,17530.92090996
06037701201,85,1489,5.7,District 3,City of Santa Monica,SPA 5 - West,9605,20797737.921875,18156.8594926997
06037701202,79,1773,4.5,District 3,City of Santa Monica,SPA 5 - West,9606,4362526.57617188,9140.20820502487
06037701302,204,2825,7.2,District 3,City of Santa Monica,SPA 5 - West,9607,4915205.76660156,9925.94035351313
06037701304,134,2686,5,District 3,City of Santa Monica,SPA 5 - West,9608,21323398.5283203,20489.1854536259
06037701402,621,3976,15.6,District 3,City of Santa Monica,SPA 5 - West,9609,7457864.63964844,12197.0951511665
06037701501,159,2521,6.3,District 3,City of Santa Monica,SPA 5 - West,9610,6637488.00097656,12363.0986039436
06037701502,141,1960,7.2,District 3,City of Santa Monica,SPA 5 - West,9611,6589618.76757812,12353.4411965903
06037701601,77,1757,4.4,District 3,City of Santa Monica,SPA 5 - West,9612,13023655.40625,15732.0710163723
06037701602,215,1980,10.9,District 3,City of Santa Monica,SPA 5 - West,9613,7119825.1796875,13111.2392557583
06037701701,243,1693,14.4,District 3,City of Santa Monica,SPA 5 - West,9614,7049752.50292969,13086.2791189339
06037701702,307,1647,18.6,District 3,City of Santa Monica,SPA 5 - West,9615,6507747.25683594,12303.0306353128
06037701801,369,2681,13.8,District 3,City of Santa Monica,SPA 5 - West,9616,20423768.0087891,19261.6246541734
06037701802,311,2296,13.5,District 3,City of Santa Monica,SPA 5 - West,9617,13452438.0664062,15254.8460640278
06037701902,1098,3430,32,District 3,City of Santa Monica,SPA 5 - West,9618,16583120.9130859,16639.0913437266
06037702002,501,3300,15.2,District 3,City of Santa Monica,SPA 5 - West,9619,10473116.5966797,13179.7535208895
06037702102,294,3601,8.2,District 3,City of Santa Monica,SPA 5 - West,9620,9506242.06347656,13118.1123519755
06037702201,167,2088,8,District 3,City of Santa Monica,SPA 5 - West,9621,12958863.09375,15186.0270787104
06037702202,134,1814,7.4,District 3,City of Santa Monica,SPA 5 - West,9622,10861256.5488281,13823.8667195623
06037702300,168,2936,5.7,District 3,City of Santa Monica,SPA 5 - West,9623,27881109.1904297,21112.1109266737
06037702400,167,2092,8,District 2,City of Culver City,SPA 5 - West,9624,21577030.2324219,23594.3142121823
06037702501,66,2192,3,District 2,City of Culver City,SPA 5 - West,9625,14580560.0878906,15468.9295669649
06037702502,54,2249,2.4,District 2,City of Culver City,SPA 5 - West,9626,19535183.0283203,25393.484530205
06037702600,94,2524,3.7,District 2,City of Culver City,SPA 5 - West,9627,23564257.6005859,23632.5621696233
06037702700,48,1285,3.7,District 2,City of Culver City,SPA 5 - West,9628,14571730.8066406,17411.6073192674
06037702801,261,2067,12.6,District 2,City of Culver City,SPA 5 - West,9629,12920974.8671875,14939.8115165028
06037702802,36,1010,3.6,District 2,City of Culver City,SPA 5 - West,9630,6280920.61035156,15114.5050203748
06037702803,30,1212,2.5,District 2,City of Culver City,SPA 5 - West,9631,9086121.84179688,27321.2075420162
06037702900,382,5169,7.4,District 2,Unincorporated - Marina del Rey,SPA 5 - West,9632,40658542.4033203,25781.5667144849
06037703002,112,2814,4,District 2,Unincorporated - Ladera Heights,SPA 5 - West,9633,35357695.6699219,27551.1138433947
06037703003,234,3109,7.5,District 2,City of Culver City,SPA 5 - West,9634,21768486.6220703,25008.2392062073
06037703100,66,2663,2.5,District 2,Unincorporated - View Park/Windsor Hills,SPA 6 - South,9635,28676482.1972656,26345.5316841976
06037703200,179,2280,7.9,District 2,Unincorporated - View Park/Windsor Hills,SPA 6 - South,9636,22625110.2109375,21701.8315482191
06037800101,12,1865,0.6,District 3,City of Calabasas,SPA 2 - San Fernando,9637,87056652.6835938,52682.2047678685
06037800103,46,1168,3.9,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9638,198324394.53418,77787.5315594081
06037800104,14,1516,0.9,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9639,369076018.532227,145158.406738148
06037800202,23,2012,1.1,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9640,294660165.853516,87412.6551866092
06037800204,77,1658,4.6,District 3,City of Calabasas,SPA 2 - San Fernando,9641,86328419.8984375,57281.3839641263
06037800205,11,1639,0.7,District 3,City of Calabasas,SPA 2 - San Fernando,9642,14292445.3076172,18526.2550961916
06037800206,10,1158,0.9,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9643,99720518.8583984,49071.3930382768
06037800324,18,2405,0.7,District 3,City of Agoura Hills,SPA 2 - San Fernando,9644,38634006.0625,32018.39496854
06037800325,111,1444,7.7,District 3,City of Westlake Village,SPA 2 - San Fernando,9645,24891021.9287109,24960.397436296
06037800328,0,397,0,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9646,103569342.990234,39695.270485163
06037800333,49,956,5.1,District 3,City of Agoura Hills,SPA 2 - San Fernando,9647,13837231.2041016,18297.690862806
06037800334,17,1239,1.4,District 3,City of Agoura Hills,SPA 2 - San Fernando,9648,50985329.5927734,33213.0992030557
06037800335,22,1748,1.3,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9649,759982316.115234,199829.297703215
06037800336,45,1202,3.7,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,9650,213099763.706055,78536.8195095001
06037800337,23,1726,1.3,District 3,City of Calabasas,SPA 2 - San Fernando,9651,30005379.7460938,30787.7972155278
06037800338,0,2038,0,District 3,City of Agoura Hills,SPA 2 - San Fernando,9652,68321026.8310547,43385.7077699118
06037800406,0,702,0,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,9653,976025588.540039,183400.059932496
06037800410,0,518,0,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,9654,398549061.535156,115553.769622292
06037800411,0,892,0,District 3,City of Malibu,SPA 5 - West,9655,96023885.2021484,53070.9237451825
06037800412,8,1436,0.6,District 3,City of Malibu,SPA 5 - West,9656,73279113.9208984,59344.0463626942
06037800504,30,934,3.2,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,9657,231271325.331055,105654.75207366
